rep,benefit_low,benefit_high,benefit_attenuation,standardized_rank_low,standardized_rank_high,standardized_rank_attenuation,raw_rank_low,raw_rank_high,raw_rank_attenuation,benefit_slope_vs_coverage,standardized_rank_slope_vs_coverage
313,0.04866573363542556,0.00011235848069190979,0.04855337515473365,-1.217504473880144,-0.2623836016960883,-0.9551208721840556,-0.40422509570249243,-0.004148495236218075,-0.40007660046627436,-0.07310085492890052,1.425862944821145
314,0.015477530471980555,0.008174157142639193,0.007303373329341362,0.9003073875192165,-0.011139288155146865,0.9114466756743633,0.11765922868602008,0.12075418649023106,-0.003094957804210985,-0.017724036861483588,-1.4018854715971238
315,0.018075845763087267,-0.0032724712044000515,0.02134831696748732,1.6778761313634298,0.022606408876287176,1.6552697224871427,0.8077259832495463,0.0018563931627619823,0.8058695900867843,-0.031960814573415854,-2.3676386420856237
316,0.019789327867329176,0.012570226192474387,0.007219101674854789,0.52345133539316,0.1088815089635835,0.4145698264295765,0.4015140509567692,-0.0006458207798960558,0.40215987173666523,-0.015578241755322747,-0.6923070210202283
317,0.008328648470342204,0.003904493711888779,0.004424154758453425,-0.8794024940830214,0.030232550015623083,-0.9096350440986445,0.042219413385869764,0.07411804342223327,-0.03189863003636351,-0.005738554604169843,1.1011294266326832
318,0.016980337258428374,0.0014747200533747895,0.015505617205053585,-0.6255886160255795,0.11311566956782926,-0.7387042855934087,0.2602669480228883,0.07806251670159625,0.18220443132129205,-0.025881063429320752,1.1965101934372513
319,0.03650280982255935,0.0045224731788038874,0.031980336643755464,0.9099828819697864,0.0610515562570102,0.8489313257127762,1.0426326884320503,-0.0007538691932085229,1.0433865576252588,-0.04115237013959302,-1.0080030698742863
320,0.05626404471695423,0.000365167483687423,0.05589887723326681,-0.690640218604373,0.2215911756320228,-0.9122313942363958,0.6942488430977738,0.08492707954934708,0.6093217635484267,-0.07456700538353217,1.3653165931192819
321,0.013764044269919423,0.005814607068896305,0.007949437201023118,1.0069519460017151,-0.38916616814086336,1.3961181141425785,-0.2333026333785435,-0.1294076773713808,-0.1038949560071627,-0.01653055505054754,-1.5992845204312522
322,0.014213483594357923,0.014016854390501932,0.00019662920385599136,-0.7987893167114084,0.21930171423021072,-1.0180910309416191,-0.08984054311574408,0.1183278829939578,-0.20816842610970188,-0.007408878788715433,1.122050676750945
323,0.034143259841948714,0.0014606738463044389,0.032682585995644275,0.3575780384468237,0.16098381828091668,0.196594220165907,0.32873304467177356,0.0916234149155537,0.23710962975621985,-0.03706632152018015,-0.03081911987008074
324,0.029087077453732568,0.010014045424759366,0.019073032028973202,1.5300623175478387,0.266472742112998,1.2635895754348407,0.6671728720402159,0.015743122069401316,0.6514297499708146,-0.025929019254882238,-1.8015514309575331
325,0.01820224821567537,0.0035252824425697216,0.014676965773105649,0.11291401104954968,-0.12216128844011731,0.235075299489667,-0.19023156811215092,0.08006246319972465,-0.27029403131187557,-0.02323924335764677,-0.44059238888615443
326,0.025561798550188558,-0.0020224731415510178,0.027584271691739576,-0.34434898892499266,0.12860114710987247,-0.47295013603486513,-0.36353462750892174,0.06337669352920994,-0.4269113210381317,-0.033284463806123266,0.6464244551020365
327,0.02471910230815408,0.008033707551658165,0.016685394756495914,-1.9214140959696602,0.0743336647725501,-1.9957477607422103,0.1262593447537892,0.11722905888519186,0.009030285868597332,-0.023483147871930343,2.448134200571324
328,0.04237359743565325,0.0051123587414622085,0.03726123869419104,-0.4781150633433544,0.32388092655603096,-0.8019959898993854,1.01421511996005,0.1549336677783879,0.8592814521816621,-0.053195399191321414,0.8954937165991993
329,0.015772472042590413,0.003749999497085821,0.012022472545504592,-0.3075528468032527,0.04764006828327094,-0.3551929150865236,-0.3705388868847761,0.17237683975775742,-0.5429157266425335,-0.021135928636280523,0.6149787455150724
